enquiry_id,enquiry_date,planning_area,lead_source,storage_size_band,customer_type,quoted_monthly_price_sgd,converted,churned
ENQ-03453,2025-07-08,Singapore River,Google Search,Small,Student/Expats,180.63,1,0
ENQ-03454,2025-03-23,Tuas,Partner,Locker,Student/Expats,98.89,1,0
ENQ-03455,2025-10-21,Toa Payoh,Organic,Large,SME,449.49,1,0
ENQ-03456,2025-05-30,Boon Lay,Meta Ads,Small,Student/Expats,206.29,0,0
ENQ-03457,2025-11-10,Jurong East,Meta Ads,Small,SME,202.29,0,0
ENQ-03458,2025-11-30,Marina East,Partner,Small,Student/Expats,164.53,0,0
ENQ-03459,2025-12-30,Museum,Partner,Medium,Household,320.61,0,0
ENQ-03460,2025-06-19,Boon Lay,Organic,Small,Household,165.38,0,0
ENQ-03461,2025-04-16,Geylang,Organic,Medium,E-commerce,309.07,0,0
ENQ-03462,2025-01-08,Bukit Panjang,Referral,Small,Household,196.44,0,0
ENQ-03463,2025-04-28,Western Water Catchment,Google Search,Large,Student/Expats,515.86,1,0
ENQ-03464,2025-02-23,Sembawang,Meta Ads,Medium,Household,269.1,0,0
ENQ-03465,2025-12-01,Tanglin,Google Search,Locker,Household,96.15,0,0
ENQ-03466,2025-05-05,Changi,Google Search,Small,Relocation,187.27,0,0
ENQ-03467,2025-07-21,Museum,Referral,Small,SME,174.53,1,0
ENQ-03468,2025-07-31,Tuas,Partner,Locker,E-commerce,95.54,0,0
ENQ-03469,2025-07-16,Bukit Timah,Google Search,Medium,SME,320.77,0,0
ENQ-03470,2025-09-23,Serangoon,Organic,Small,Student/Expats,188.04,0,0
ENQ-03471,2025-08-07,Pasir Ris,Organic,Locker,Household,86.48,0,0
ENQ-03472,2025-04-17,Choa Chu Kang,Google Search,Medium,SME,277.43,0,0
ENQ-03473,2025-03-09,Hougang,Referral,Medium,Household,309.37,1,0
ENQ-03474,2025-04-18,Singapore River,Organic,Large,Household,435.92,0,0
ENQ-03475,2025-08-08,Southern Islands,Meta Ads,Medium,Household,279.73,0,0
ENQ-03476,2025-09-26,Choa Chu Kang,Referral,Small,SME,206.37,0,0
ENQ-03477,2025-10-01,Rochor,Google Search,Small,Household,162.41,0,0
ENQ-03478,2025-05-23,Tuas,Google Search,Small,Household,170.82,0,0
ENQ-03479,2025-05-08,Marina East,Organic,Medium,SME,306.8,0,0
ENQ-03480,2025-02-14,Kallang,Organic,Locker,Household,90.69,0,0
ENQ-03481,2025-08-20,Jurong West,Meta Ads,Small,Student/Expats,172.47,0,0
ENQ-03482,2025-06-03,Choa Chu Kang,Meta Ads,Medium,Household,271.15,0,0
ENQ-03483,2025-10-31,Tengah,Referral,Small,E-commerce,176.75,1,0
ENQ-03484,2025-03-23,Woodlands,Partner,Small,Household,163.13,1,0
ENQ-03485,2025-03-06,Marine Parade,Partner,Small,SME,187.44,0,0
ENQ-03486,2025-03-28,Bukit Timah,Referral,Small,Household,201.96,0,0
ENQ-03487,2025-08-19,Toa Payoh,Google Search,Medium,SME,333.47,1,0
ENQ-03488,2025-08-11,Changi Bay,Organic,Locker,E-commerce,99.03,0,0
ENQ-03489,2025-12-16,Tengah,Organic,Medium,E-commerce,288.5,0,0
ENQ-03490,2025-11-17,Orchard,Google Search,Locker,Student/Expats,102.01,0,0
ENQ-03491,2025-01-21,Bukit Timah,Walk-in,Medium,E-commerce,267.65,0,0
ENQ-03492,2025-08-01,Bukit Timah,Google Search,Large,SME,427.71,0,0
ENQ-03493,2025-04-12,Choa Chu Kang,Google Search,Medium,Household,330.55,0,0
ENQ-03494,2025-12-23,Southern Islands,Referral,Medium,Household,289.44,0,0
ENQ-03495,2025-05-16,Kallang,Google Search,Small,Household,177.7,0,0
ENQ-03496,2025-01-02,Sungei Kadut,Walk-in,Small,SME,184.34,0,0
ENQ-03497,2025-10-04,Western Water Catchment,Partner,Locker,Household,87.2,0,0
ENQ-03498,2025-01-30,Punggol,Organic,Medium,SME,266.56,0,0
ENQ-03499,2025-11-28,Orchard,Meta Ads,Small,Household,204.38,0,0
ENQ-03500,2025-11-17,Simpang,Google Search,Small,Student/Expats,185.87,1,0
ENQ-03501,2025-06-13,Sembawang,Organic,Locker,SME,96.06,1,0
ENQ-03502,2025-02-15,Bedok,Organic,Large,Student/Expats,417.14,0,0
ENQ-03503,2025-09-16,Boon Lay,Walk-in,Locker,SME,101.4,1,0
ENQ-03504,2025-05-15,Clementi,Meta Ads,Small,E-commerce,184.45,1,0
ENQ-03505,2025-12-19,Orchard,Meta Ads,Medium,E-commerce,318.18,0,0
ENQ-03506,2025-03-24,Boon Lay,Meta Ads,Small,SME,191.41,0,0
ENQ-03507,2025-01-20,Queenstown,Referral,Large,Household,487.41,0,0
ENQ-03508,2025-08-23,Sengkang,Organic,Medium,Household,322.17,0,0
ENQ-03509,2025-02-25,Seletar,Referral,Small,Household,167.81,1,0
ENQ-03510,2025-01-30,Changi Bay,Referral,Locker,SME,89.38,0,0
ENQ-03511,2025-09-23,Bukit Merah,Meta Ads,Small,Household,175.33,0,0
ENQ-03512,2025-02-16,Boon Lay,Google Search,Locker,Student/Expats,97.58,0,1
ENQ-03513,2025-09-29,Changi Bay,Google Search,Locker,Household,89.51,0,0
ENQ-03514,2025-02-22,Changi Bay,Google Search,Locker,SME,87.7,0,0
ENQ-03515,2025-02-07,Marine Parade,Google Search,Small,SME,184.53,0,0
ENQ-03516,2025-02-01,Straits View,Meta Ads,Medium,Household,267.86,0,0
ENQ-03517,2025-04-06,Pioneer,Google Search,Medium,Household,282.12,1,0
ENQ-03518,2025-10-16,Ang Mo Kio,Partner,Large,Relocation,414.65,0,0
ENQ-03519,2025-11-07,Sengkang,Walk-in,Medium,Relocation,268.9,0,0
ENQ-03520,2025-09-30,Outram,Partner,Small,E-commerce,183.31,0,0
ENQ-03521,2025-12-21,Southern Islands,Meta Ads,Locker,E-commerce,100.95,0,0
ENQ-03522,2025-12-18,Choa Chu Kang,Meta Ads,Small,Household,206.35,1,1
ENQ-03523,2025-03-07,Orchard,Walk-in,Medium,Household,275.16,1,0
ENQ-03524,2025-06-18,Novena,Organic,Locker,Household,95.98,1,0
ENQ-03525,2025-04-14,Sungei Kadut,Organic,Large,Student/Expats,528.18,1,0
ENQ-03526,2025-07-15,Woodlands,Referral,Small,Household,165.81,0,0
ENQ-03527,2025-07-01,Choa Chu Kang,Meta Ads,Medium,E-commerce,275.26,1,0
ENQ-03528,2025-01-02,River Valley,Meta Ads,Medium,E-commerce,326.69,0,0
ENQ-03529,2025-04-26,Marina South,Partner,Medium,SME,305.75,0,0
ENQ-03530,2025-06-06,Hougang,Walk-in,Medium,Student/Expats,273.17,0,0
ENQ-03531,2025-09-20,Bukit Panjang,Partner,Small,E-commerce,205.68,0,0
ENQ-03532,2025-11-02,Pasir Ris,Meta Ads,Small,Household,178.62,0,0
ENQ-03533,2025-07-06,Punggol,Organic,Large,Household,494.72,0,0
ENQ-03534,2025-08-01,Geylang,Google Search,Medium,SME,330.9,0,0
ENQ-03535,2025-11-30,Sungei Kadut,Meta Ads,Locker,SME,96.75,0,0
ENQ-03536,2025-04-29,Orchard,Google Search,Medium,Household,273.15,0,0
ENQ-03537,2025-09-04,Hougang,Walk-in,Small,SME,191.34,1,0
ENQ-03538,2025-09-16,Southern Islands,Organic,Medium,Household,304.4,0,0
ENQ-03539,2025-12-06,Bishan,Organic,Medium,Household,308.97,1,0
ENQ-03540,2025-10-22,Ang Mo Kio,Referral,Medium,Household,271.68,1,0
ENQ-03541,2025-01-02,Sengkang,Meta Ads,Large,Household,509.43,0,0
ENQ-03542,2025-04-19,Geylang,Referral,Large,Household,420.9,0,0
ENQ-03543,2025-11-23,Bedok,Meta Ads,Medium,Household,262.93,0,0
ENQ-03544,2025-07-07,Bishan,Referral,Medium,Household,327.36,1,0
ENQ-03545,2025-06-27,Marina East,Walk-in,Locker,Household,85.05,0,0
ENQ-03546,2025-10-14,Jurong East,Google Search,Medium,Household,292.45,0,0
ENQ-03547,2025-08-18,Serangoon,Google Search,Locker,Relocation,97.53,1,0
ENQ-03548,2025-08-27,Sembawang,Organic,Locker,Household,96.39,0,0
ENQ-03549,2025-06-03,Simpang,Organic,Medium,SME,309.16,0,0
ENQ-03550,2025-01-25,Kallang,Meta Ads,Locker,E-commerce,96.7,1,0
ENQ-03551,2025-10-06,Bedok,Meta Ads,Small,SME,164.2,0,0
ENQ-03552,2025-05-22,Tengah,Google Search,Medium,SME,278.03,0,1
ENQ-03553,2025-03-07,Western Water Catchment,Partner,Medium,Household,299.72,0,0
ENQ-03554,2025-08-26,Museum,Walk-in,Large,Household,465.55,0,0
ENQ-03555,2025-04-22,Bedok,Organic,Medium,SME,310.58,0,0
ENQ-03556,2025-09-15,Novena,Google Search,Small,E-commerce,169.71,0,0
ENQ-03557,2025-02-06,Choa Chu Kang,Meta Ads,Medium,SME,284.62,0,0
ENQ-03558,2025-03-29,Bedok,Meta Ads,Locker,Relocation,100.32,0,0
ENQ-03559,2025-04-13,Downtown Core,Meta Ads,Small,E-commerce,163.03,0,0
ENQ-03560,2025-11-09,Tengah,Meta Ads,Medium,E-commerce,295.38,0,0
ENQ-03561,2025-07-31,Punggol,Google Search,Medium,Household,306.18,1,1
ENQ-03562,2025-07-16,River Valley,Referral,Locker,SME,85.72,1,0
ENQ-03563,2025-02-10,Changi,Google Search,Medium,Household,331.35,0,0
ENQ-03564,2025-09-03,Toa Payoh,Partner,Locker,SME,88.66,0,0
ENQ-03565,2025-10-01,Bukit Batok,Walk-in,Locker,Student/Expats,97.46,0,0
ENQ-03566,2025-11-06,Sungei Kadut,Organic,Medium,Household,264.53,0,0
ENQ-03567,2025-12-31,Western Water Catchment,Meta Ads,Medium,Household,323.5,0,0
ENQ-03568,2025-12-04,Outram,Partner,Small,Household,188.87,0,0
ENQ-03569,2025-11-07,Toa Payoh,Referral,Small,E-commerce,176.67,0,0
ENQ-03570,2025-03-28,Bishan,Walk-in,Small,Household,166.05,0,0
ENQ-03571,2025-01-13,Novena,Organic,Medium,Household,281.93,0,0
ENQ-03572,2025-04-04,Sungei Kadut,Walk-in,Medium,Student/Expats,318.65,0,0
ENQ-03573,2025-08-22,North-Eastern Islands,Google Search,Medium,Student/Expats,275.06,0,0
ENQ-03574,2025-05-16,Newton,Google Search,Small,SME,168.97,1,0
ENQ-03575,2025-09-18,Kallang,Walk-in,Medium,Student/Expats,293.88,0,0
ENQ-03576,2025-10-19,Yishun,Google Search,Small,Household,201.72,0,0
ENQ-03577,2025-02-14,Tampines,Meta Ads,Medium,Household,282.01,1,0
ENQ-03578,2025-12-18,Western Water Catchment,Partner,Small,Household,184.07,0,0
ENQ-03579,2025-06-15,Geylang,Partner,Small,SME,171.96,0,0
ENQ-03580,2025-07-09,Boon Lay,Organic,Medium,Household,266.67,0,0
ENQ-03581,2025-03-28,Tengah,Meta Ads,Locker,SME,97.16,0,0
ENQ-03582,2025-06-07,Choa Chu Kang,Partner,Locker,Relocation,97.38,0,0
ENQ-03583,2025-08-21,Ang Mo Kio,Referral,Large,Relocation,516.17,1,0
ENQ-03584,2025-01-11,Western Water Catchment,Partner,Medium,SME,262.27,0,0
ENQ-03585,2025-10-27,Tengah,Meta Ads,Medium,E-commerce,332.72,0,0
ENQ-03586,2025-01-18,Newton,Walk-in,Small,Household,194.23,0,0
ENQ-03587,2025-09-26,Tampines,Referral,Medium,Student/Expats,268.43,1,0
ENQ-03588,2025-11-09,Rochor,Referral,Small,Household,167.43,0,0
ENQ-03589,2025-05-25,Bukit Timah,Partner,Medium,Relocation,325.07,0,0
ENQ-03590,2025-03-22,Boon Lay,Organic,Locker,E-commerce,82.77,0,0
ENQ-03591,2025-10-31,Kallang,Organic,Small,SME,174.02,0,0
ENQ-03592,2025-07-19,Bukit Merah,Referral,Small,SME,184.63,1,0
ENQ-03593,2025-12-09,Museum,Google Search,Small,Household,195.12,1,0
ENQ-03594,2025-06-25,Pasir Ris,Referral,Medium,Household,281.12,0,0
ENQ-03595,2025-10-22,Toa Payoh,Google Search,Small,Relocation,188.03,0,0
ENQ-03596,2025-02-12,Marina South,Google Search,Medium,Household,312.12,0,1
ENQ-03597,2025-05-29,Sengkang,Google Search,Medium,SME,317.15,1,0
ENQ-03598,2025-09-24,Southern Islands,Partner,Locker,Student/Expats,88.47,0,0
ENQ-03599,2025-03-02,Toa Payoh,Google Search,Small,SME,163.96,1,0
ENQ-03600,2025-02-08,Boon Lay,Google Search,Medium,Relocation,292.37,1,0
ENQ-03601,2025-10-19,Orchard,Organic,Small,Relocation,184.33,0,1
ENQ-03602,2025-03-03,Tuas,Organic,Locker,SME,90.05,0,0
ENQ-03603,2025-04-13,Orchard,Partner,Medium,E-commerce,319.25,1,0
ENQ-03604,2025-06-07,Downtown Core,Organic,Locker,SME,90.13,1,0
ENQ-03605,2025-08-03,Downtown Core,Partner,Small,Household,197.04,0,0
ENQ-03606,2025-10-06,Kallang,Google Search,Medium,Relocation,283.2,1,0
ENQ-03607,2025-09-24,Kallang,Meta Ads,Large,Household,459.49,0,0
ENQ-03608,2025-05-24,Jurong East,Meta Ads,Locker,Household,82.8,1,0
ENQ-03609,2025-07-09,Hougang,Referral,Small,Household,173.16,1,0
ENQ-03610,2025-02-16,Hougang,Walk-in,Small,Household,184.52,0,0
ENQ-03611,2025-09-09,Marina East,Meta Ads,Large,Student/Expats,493.92,1,0
ENQ-03612,2025-04-12,Lim Chu Kang,Partner,Small,Household,172.16,0,0
ENQ-03613,2025-04-19,Bukit Batok,Google Search,Medium,Relocation,332.94,1,0
ENQ-03614,2025-09-27,Bukit Timah,Walk-in,Small,Student/Expats,172.44,1,0
ENQ-03615,2025-09-12,Jurong West,Google Search,Large,Household,456.1,0,0
ENQ-03616,2025-01-05,Novena,Google Search,Medium,Relocation,281.15,0,0
ENQ-03617,2025-01-09,Hougang,Organic,Small,Relocation,186.82,0,0
ENQ-03618,2025-10-16,Hougang,Organic,Medium,Student/Expats,270.57,0,0
ENQ-03619,2025-10-21,Woodlands,Organic,Medium,E-commerce,303.7,1,0
ENQ-03620,2025-02-24,Woodlands,Google Search,Medium,Household,291.59,1,0
ENQ-03621,2025-10-15,Tuas,Organic,Medium,SME,262.82,0,0
ENQ-03622,2025-07-14,Sembawang,Google Search,Locker,Household,93.46,0,0
ENQ-03623,2025-01-11,Jurong East,Walk-in,Small,Household,185.7,0,0
ENQ-03624,2025-01-12,Queenstown,Meta Ads,Small,Household,195.36,0,0
ENQ-03625,2025-08-12,Seletar,Google Search,Small,E-commerce,197.14,0,0
ENQ-03626,2025-05-29,Straits View,Referral,Medium,Household,301.04,1,0
ENQ-03627,2025-05-05,Serangoon,Organic,Medium,Household,308.13,1,0
ENQ-03628,2025-09-18,Mandai,Meta Ads,Locker,Household,87.78,0,0
ENQ-03629,2025-11-24,Kallang,Organic,Medium,SME,326.42,0,1
ENQ-03630,2025-07-03,Tuas,Meta Ads,Locker,Household,95.66,0,0
ENQ-03631,2025-09-28,Serangoon,Organic,Small,Student/Expats,166.24,0,0
ENQ-03632,2025-04-25,Jurong West,Partner,Locker,SME,84.45,0,0
ENQ-03633,2025-04-05,Novena,Google Search,Medium,Relocation,331.69,1,0
ENQ-03634,2025-08-20,Outram,Organic,Locker,Household,95.08,0,0
ENQ-03635,2025-07-30,Newton,Partner,Medium,SME,298.43,0,0
ENQ-03636,2025-10-10,Marina South,Organic,Medium,SME,284.93,1,0
ENQ-03637,2025-09-24,North-Eastern Islands,Partner,Locker,Household,102.19,0,0
ENQ-03638,2025-06-10,Rochor,Organic,Medium,Household,285.56,0,0
ENQ-03639,2025-03-01,Orchard,Partner,Medium,Household,286.08,0,0
ENQ-03640,2025-06-09,Bukit Merah,Referral,Large,Student/Expats,470.16,0,0
ENQ-03641,2025-10-13,Sungei Kadut,Organic,Locker,SME,82.43,0,0
ENQ-03642,2025-12-24,Seletar,Google Search,Medium,Household,320.24,1,0
ENQ-03643,2025-10-20,Newton,Organic,Medium,SME,330.51,0,1
ENQ-03644,2025-11-30,Tanglin,Organic,Small,Household,196.81,0,0
ENQ-03645,2025-11-23,Pasir Ris,Organic,Medium,Household,261.33,1,0
ENQ-03646,2025-12-13,Central Water Catchment,Google Search,Small,Relocation,185.96,1,0
ENQ-03647,2025-07-28,Jurong East,Referral,Large,Household,416.18,0,0
ENQ-03648,2025-06-05,Tanglin,Meta Ads,Medium,E-commerce,327.52,0,0
ENQ-03649,2025-06-18,Singapore River,Meta Ads,Small,SME,186.06,1,0
ENQ-03650,2025-10-27,Rochor,Google Search,Small,Household,172.68,0,0
ENQ-03651,2025-05-19,Southern Islands,Google Search,Medium,SME,302.32,0,0
ENQ-03652,2025-01-05,Mandai,Organic,Medium,E-commerce,291.7,0,0
ENQ-03653,2025-10-22,North-Eastern Islands,Meta Ads,Medium,Household,269.43,0,0
ENQ-03654,2025-01-24,North-Eastern Islands,Referral,Small,E-commerce,166.1,0,0
ENQ-03655,2025-09-23,Sembawang,Google Search,Small,Household,204.47,0,0
ENQ-03656,2025-01-07,Mandai,Organic,Small,Household,185.98,1,0
ENQ-03657,2025-01-31,Hougang,Google Search,Locker,Household,86.8,0,0
ENQ-03658,2025-11-10,Punggol,Organic,Medium,Household,332.59,0,0
ENQ-03659,2025-06-28,Geylang,Google Search,Medium,Student/Expats,267.12,0,0
ENQ-03660,2025-05-03,Woodlands,Meta Ads,Medium,Household,285.88,0,0
ENQ-03661,2025-11-24,Museum,Organic,Medium,Household,281.97,0,0
ENQ-03662,2025-03-26,Tengah,Organic,Medium,Student/Expats,263.14,1,0
ENQ-03663,2025-03-04,Orchard,Google Search,Small,Household,204.0,0,0
ENQ-03664,2025-05-24,Downtown Core,Meta Ads,Small,Relocation,169.71,0,0
ENQ-03665,2025-11-14,Bishan,Google Search,Medium,SME,307.88,0,0
ENQ-03666,2025-04-20,Southern Islands,Google Search,Locker,Student/Expats,83.31,1,0
ENQ-03667,2025-02-15,Boon Lay,Meta Ads,Small,Household,165.07,0,0
ENQ-03668,2025-11-19,Bishan,Google Search,Small,Household,198.94,1,0
ENQ-03669,2025-01-29,Jurong West,Organic,Small,SME,167.78,0,0
ENQ-03670,2025-12-05,Bukit Timah,Meta Ads,Medium,Household,314.52,0,0
ENQ-03671,2025-01-14,North-Eastern Islands,Google Search,Small,Household,162.22,0,0
ENQ-03672,2025-08-12,Sengkang,Organic,Medium,Household,291.3,1,0
ENQ-03673,2025-08-17,Bukit Panjang,Meta Ads,Medium,SME,331.31,0,0
ENQ-03674,2025-11-25,Changi,Referral,Small,Student/Expats,179.3,1,0
ENQ-03675,2025-08-11,Punggol,Organic,Locker,SME,99.26,0,0
ENQ-03676,2025-07-16,Outram,Meta Ads,Large,Household,420.82,0,0
ENQ-03677,2025-09-01,Bedok,Partner,Locker,SME,98.95,0,0
ENQ-03678,2025-12-21,Bedok,Google Search,Locker,Household,89.69,0,0
ENQ-03679,2025-02-02,Serangoon,Referral,Small,Household,196.59,0,0
ENQ-03680,2025-12-05,Jurong West,Google Search,Medium,Household,310.01,0,0
ENQ-03681,2025-06-28,Changi Bay,Google Search,Small,Student/Expats,203.19,0,0
ENQ-03682,2025-05-09,Seletar,Partner,Medium,SME,306.55,1,0
ENQ-03683,2025-03-16,Changi Bay,Referral,Locker,Relocation,89.55,1,0
ENQ-03684,2025-10-30,Western Water Catchment,Google Search,Locker,SME,84.39,0,0
ENQ-03685,2025-12-17,Changi,Google Search,Medium,SME,292.14,0,0
ENQ-03686,2025-07-08,Jurong East,Meta Ads,Locker,Household,99.07,0,0
ENQ-03687,2025-06-18,Southern Islands,Referral,Small,Household,203.82,1,0
ENQ-03688,2025-08-16,Orchard,Organic,Large,Student/Expats,528.96,0,0
ENQ-03689,2025-06-21,Punggol,Walk-in,Small,SME,197.38,1,0
ENQ-03690,2025-03-16,Seletar,Referral,Small,Household,193.88,0,0
ENQ-03691,2025-06-05,Hougang,Organic,Small,Household,175.47,0,0
ENQ-03692,2025-10-05,Bedok,Walk-in,Medium,Household,272.06,1,0
ENQ-03693,2025-06-16,Boon Lay,Meta Ads,Medium,Relocation,288.58,0,0
ENQ-03694,2025-01-18,Singapore River,Partner,Medium,SME,315.08,1,0
ENQ-03695,2025-12-03,Queenstown,Walk-in,Medium,Household,276.67,0,0
ENQ-03696,2025-09-27,Marina South,Referral,Small,SME,172.03,0,0
ENQ-03697,2025-11-18,Simpang,Partner,Locker,Household,100.35,0,0
ENQ-03698,2025-03-27,Mandai,Partner,Medium,Relocation,327.86,0,0
ENQ-03699,2025-06-06,Geylang,Referral,Locker,Household,88.43,0,0
ENQ-03700,2025-10-15,Tanglin,Referral,Small,Relocation,194.4,0,0
ENQ-03701,2025-02-15,Newton,Referral,Medium,SME,299.98,0,0
ENQ-03702,2025-08-16,Orchard,Meta Ads,Small,SME,202.14,0,0
ENQ-03703,2025-01-11,Singapore River,Organic,Large,SME,505.06,0,0
ENQ-03704,2025-02-18,Geylang,Meta Ads,Medium,Household,283.57,0,0
ENQ-03705,2025-06-29,Serangoon,Meta Ads,Large,SME,440.67,0,0
ENQ-03706,2025-06-03,Queenstown,Google Search,Small,Household,170.43,0,0
ENQ-03707,2025-11-03,Tampines,Meta Ads,Small,Household,168.06,0,0
ENQ-03708,2025-08-20,North-Eastern Islands,Walk-in,Small,E-commerce,177.17,0,0
ENQ-03709,2025-03-20,Bishan,Meta Ads,Small,Student/Expats,172.95,0,0
ENQ-03710,2025-01-07,Bedok,Referral,Large,E-commerce,415.17,0,0
ENQ-03711,2025-11-26,Rochor,Walk-in,Small,Student/Expats,166.54,0,0
ENQ-03712,2025-10-30,Sungei Kadut,Google Search,Small,SME,202.45,0,0
ENQ-03713,2025-02-24,Museum,Google Search,Small,Household,170.72,0,0
ENQ-03714,2025-05-28,Bukit Panjang,Google Search,Small,SME,181.09,0,0
ENQ-03715,2025-06-07,Simpang,Meta Ads,Small,Household,202.75,0,0
ENQ-03716,2025-09-02,Queenstown,Meta Ads,Medium,SME,284.81,0,0
ENQ-03717,2025-06-21,Punggol,Meta Ads,Small,SME,203.22,1,0
ENQ-03718,2025-12-24,Bukit Batok,Google Search,Small,Household,202.68,0,0
ENQ-03719,2025-02-23,Geylang,Referral,Locker,Student/Expats,81.45,0,0
ENQ-03720,2025-05-16,Marina South,Referral,Medium,Household,306.64,0,0
ENQ-03721,2025-06-11,Hougang,Walk-in,Medium,Household,324.76,1,0
ENQ-03722,2025-04-29,Downtown Core,Google Search,Medium,Student/Expats,273.27,0,0
ENQ-03723,2025-06-18,Straits View,Meta Ads,Small,Household,164.51,0,0
ENQ-03724,2025-09-02,North-Eastern Islands,Organic,Small,Relocation,170.2,0,0
ENQ-03725,2025-09-06,Boon Lay,Referral,Small,SME,191.41,1,0
ENQ-03726,2025-02-27,Ang Mo Kio,Google Search,Large,E-commerce,523.64,1,0
ENQ-03727,2025-12-23,Pasir Ris,Meta Ads,Medium,E-commerce,314.24,0,0
ENQ-03728,2025-06-23,Ang Mo Kio,Meta Ads,Small,Household,201.14,0,0
ENQ-03729,2025-06-22,Boon Lay,Google Search,Small,Household,175.37,0,0
ENQ-03730,2025-12-14,Pioneer,Organic,Large,Student/Expats,421.91,0,0
ENQ-03731,2025-01-26,Southern Islands,Partner,Small,SME,201.28,0,0
ENQ-03732,2025-01-19,Tanglin,Walk-in,Medium,E-commerce,285.92,1,1
ENQ-03733,2025-02-13,Woodlands,Referral,Medium,Household,261.79,0,0
ENQ-03734,2025-02-26,Marine Parade,Google Search,Small,Household,206.36,0,0
ENQ-03735,2025-02-23,Geylang,Referral,Small,Household,171.62,0,0
ENQ-03736,2025-03-17,Bukit Batok,Organic,Medium,Household,282.93,0,0
ENQ-03737,2025-01-04,Bedok,Organic,Medium,Household,276.2,0,0
ENQ-03738,2025-03-01,Bukit Panjang,Partner,Medium,Household,285.38,1,0
ENQ-03739,2025-11-19,Boon Lay,Walk-in,Locker,SME,85.9,0,0
ENQ-03740,2025-09-06,Woodlands,Organic,Locker,Relocation,83.83,0,0
ENQ-03741,2025-07-21,Serangoon,Organic,Small,Household,165.16,0,0
ENQ-03742,2025-10-25,Yishun,Organic,Small,Household,193.34,0,0
ENQ-03743,2025-06-05,Marina East,Partner,Small,Household,176.21,0,0
ENQ-03744,2025-09-26,Yishun,Organic,Small,Household,184.14,1,0
ENQ-03745,2025-06-04,Kallang,Organic,Locker,Student/Expats,94.43,0,0
ENQ-03746,2025-07-08,North-Eastern Islands,Google Search,Medium,Household,288.76,1,0
ENQ-03747,2025-06-10,Clementi,Meta Ads,Medium,Household,268.26,0,0
ENQ-03748,2025-11-08,Rochor,Organic,Medium,SME,277.34,0,0
ENQ-03749,2025-02-05,Singapore River,Meta Ads,Medium,SME,314.04,0,0
ENQ-03750,2025-06-05,Pioneer,Partner,Locker,Relocation,102.3,1,0
ENQ-03751,2025-03-06,Newton,Organic,Medium,SME,301.98,1,0
ENQ-03752,2025-07-15,Marine Parade,Google Search,Medium,Household,319.0,0,0
ENQ-03753,2025-11-25,North-Eastern Islands,Walk-in,Medium,E-commerce,274.73,0,0
ENQ-03754,2025-11-04,Kallang,Meta Ads,Small,Household,171.19,0,0
ENQ-03755,2025-02-27,Tuas,Partner,Large,SME,523.75,0,1
ENQ-03756,2025-10-30,Bedok,Google Search,Small,Household,182.45,0,0
ENQ-03757,2025-04-08,Hougang,Organic,Small,Household,206.04,0,0
ENQ-03758,2025-07-13,Marina East,Organic,Large,Household,524.29,0,0
ENQ-03759,2025-02-19,Jurong West,Google Search,Locker,Household,103.22,0,0
ENQ-03760,2025-04-07,Southern Islands,Organic,Large,E-commerce,421.59,1,1
ENQ-03761,2025-08-02,Jurong West,Organic,Small,Household,203.19,1,0
ENQ-03762,2025-05-15,Bishan,Meta Ads,Locker,Relocation,87.13,0,0
ENQ-03763,2025-12-13,Sungei Kadut,Meta Ads,Small,Student/Expats,184.21,0,0
ENQ-03764,2025-04-13,Clementi,Google Search,Locker,Household,92.0,0,0
ENQ-03765,2025-07-02,Western Water Catchment,Walk-in,Large,SME,425.88,0,0
ENQ-03766,2025-07-28,Pioneer,Partner,Medium,Student/Expats,307.51,0,0
ENQ-03767,2025-12-22,Bukit Batok,Meta Ads,Large,SME,457.36,0,0
ENQ-03768,2025-09-25,River Valley,Google Search,Small,Student/Expats,163.37,0,0
ENQ-03769,2025-02-23,Seletar,Referral,Small,Household,181.78,1,0
ENQ-03770,2025-04-09,Mandai,Google Search,Small,Household,170.85,0,0
ENQ-03771,2025-08-25,Changi Bay,Partner,Medium,Household,271.36,0,0
ENQ-03772,2025-08-16,Jurong West,Google Search,Small,Student/Expats,176.88,0,0
ENQ-03773,2025-10-24,Straits View,Referral,Medium,Household,265.53,0,0
ENQ-03774,2025-04-06,Bukit Merah,Organic,Large,E-commerce,491.77,0,0
ENQ-03775,2025-04-10,Toa Payoh,Google Search,Small,Household,204.61,0,0
ENQ-03776,2025-05-14,Choa Chu Kang,Meta Ads,Medium,SME,328.28,0,0
ENQ-03777,2025-08-27,Sungei Kadut,Meta Ads,Small,SME,193.96,0,0
ENQ-03778,2025-03-20,Ang Mo Kio,Organic,Locker,SME,98.01,0,0
ENQ-03779,2025-04-13,Marina East,Referral,Medium,SME,296.05,0,0
